0.0019,1.0,507.94e-9
0.0039,0,512.77e-9
0.0059,0,538.55e-9
0.008,0,578.43e-9
0.01,0,596.56e-9
0.012,0,593.74e-9
0.014,0,553.86e-9
0.0161,0,503.51e-9
0.018,0,468.47e-9
0.0205,0,455.17e-9
0.0225,0,462.02e-9
0.0245,0,499.48e-9
0.0265,0,541.37e-9
0.0285,0,578.84e-9
0.0305,0,587.29e-9
0.0325,0,568.77e-9
0.0345,0,532.51e-9
0.0365,0,494.25e-9
0.0385,0,459.60e-9
0.0405,0,451.95e-9
0.0425,0,464.04e-9
0.0445,0,503.11e-9
0.047,0,529.69e-9
0.0489,0,560.31e-9
0.0509,0,576.02e-9
0.0529,0,563.13e-9
0.0549,0,525.66e-9
0.0569,0,486.59e-9
0.0589,0,455.58e-9
0.0609,0,439.87e-9
0.0629,0,449.53e-9
0.0649,0,489.41e-9
0.0669,0,531.30e-9
0.0689,0,565.95e-9
0.0709,0,574.00e-9
0.0729,0,557.08e-9
0.0749,0,518.01e-9
0.0769,0,464.84e-9
0.0789,0,435.84e-9
0.081,0,430.60e-9
0.0831,0,453.56e-9
0.0851,0,494.25e-9
0.0875,0,536.94e-9
0.0895,0,567.15e-9
0.0914,0,556.28e-9
0.0935,0,533.72e-9
0.0956,0,496.26e-9
0.0974,0,457.59e-9
0.0995,0,432.21e-9
0.1015,0,429.39e-9
0.1035,0,456.78e-9
0.1054,0,482.56e-9
0.1074,0,524.86e-9
0.1095,0,550.24e-9
0.1115,0,555.47e-9
0.1134,0,528.08e-9
0.1401,0,489.81e-9
0.1419,0,412.48e-9
0.144,0,446.71e-9
0.1459,0,488.61e-9
0.1479,0,525.66e-9
0.1499,0,546.21e-9
0.1519,0,532.51e-9
0.1539,0,499.48e-9
0.1561,0,461.22e-9
0.158,0,424.96e-9
0.1601,0,409.25e-9
0.1621,0,412.48e-9
0.164,0,448.73e-9
0.1661,0,473.70e-9
0.1685,0,515.19e-9
0.1705,0,531.30e-9
0.1725,0,528.89e-9
0.1745,0,494.25e-9
0.1765,0,455.17e-9
0.1785,0,420.13e-9
0.1804,0,393.95e-9
0.1825,0,398.78e-9
0.1845,0,437.45e-9
0.1865,0,478.13e-9
0.1885,0,515.59e-9
0.1905,0,530.90e-9
0.1924,0,521.23e-9
0.1949,0,478.54e-9
0.1969,0,430.20e-9
0.199,0,402.00e-9
0.2009,0,389.92e-9
0.2029,0,402.81e-9
0.2049,0,442.28e-9
0.2069,0,482.56e-9
0.2089,0,518.41e-9
0.2109,0,523.25e-9
0.213,0,500.29e-9
0.2149,0,464.44e-9
0.2169,0,425.37e-9
0.2189,0,394.35e-9
0.2209,0,387.10e-9
0.2229,0,404.42e-9
0.2249,0,443.49e-9
0.2269,0,470.48e-9
0.2291,0,504.32e-9
0.231,0,512.37e-9
0.2331,0,495.86e-9
0.2351,0,457.99e-9
0.2371,0,420.13e-9
0.2391,0,389.92e-9
0.2415,0,373.81e-9
0.2435,0,394.35e-9
0.2455,0,435.03e-9
0.2475,0,476.93e-9
0.2495,0,505.52e-9
0.2515,0,511.97e-9
0.2535,0,489.01e-9
0.2555,0,440.27e-9
0.2575,0,396.36e-9
0.2595,0,372.19e-9
0.2615,0,370.18e-9
0.2635,0,397.57e-9
0.2655,0,439.87e-9
0.2679,0,482.16e-9
0.2699,0,505.93e-9
0.2719,0,495.45e-9
0.2739,0,467.26e-9
0.2759,0,428.99e-9
0.2779,0,391.53e-9
0.2799,0,370.58e-9
0.2819,0,369.78e-9
0.284,0,401.20e-9
0.2859,0,429.80e-9
0.2879,0,467.66e-9
0.2899,0,489.41e-9
0.2919,0,492.23e-9
0.2941,0,460.81e-9
0.2961,0,420.93e-9
0.321,0,386.70e-9
0.3229,0,365.75e-9
0.3249,0,404.42e-9
0.3269,0,448.73e-9
0.3289,0,478.94e-9
0.3309,0,483.77e-9
0.3329,0,461.22e-9
0.3349,0,424.96e-9
0.3371,0,385.89e-9
0.3391,0,357.29e-9
0.341,0,350.44e-9
0.3435,0,371.79e-9
0.3455,0,406.03e-9
0.3475,0,438.26e-9
0.3495,0,468.47e-9
0.3515,0,476.12e-9
0.3535,0,455.17e-9
0.3555,0,418.12e-9
0.3575,0,378.64e-9
0.3595,0,353.26e-9
0.3615,0,335.14e-9
0.3635,0,359.31e-9
0.3655,0,400.39e-9
0.3675,0,442.69e-9
0.3695,0,468.47e-9
0.3719,0,476.12e-9
0.3739,0,451.55e-9
0.3759,0,396.77e-9
0.3779,0,358.90e-9
0.3799,0,336.75e-9
0.3819,0,335.54e-9
0.3839,0,364.14e-9
0.3859,0,405.23e-9
0.3879,0,447.12e-9
0.3899,0,470.88e-9
0.3919,0,458.40e-9
0.3939,0,427.78e-9
0.3959,0,390.72e-9
0.3979,0,351.65e-9
0.4001,0,334.73e-9
0.4021,0,336.75e-9
0.404,0,369.38e-9
0.4061,0,394.35e-9
0.4081,0,435.44e-9
0.41,0,456.38e-9
0.4125,0,455.98e-9
0.4145,0,423.75e-9
0.4165,0,385.08e-9
